Epoch,BERInner
1,0.403052447214723
2,0.361287111714482
3,0.346748687252402
4,0.339812627658248
5,0.336441221088171
6,0.334512060880661
7,0.332998164817691
8,0.330288553014398
9,0.322970213592052
10,0.31419607296586
11,0.310390368923545
12,0.308420802727342
13,0.305948331207037
14,0.30410957865417
15,0.302667031884193
16,0.300970053970814
17,0.299674739092588
18,0.29759608052671
19,0.29609685793519
20,0.293115801662207
21,0.285119448900223
22,0.279434983581304
23,0.276787477955222
24,0.274764000475407
25,0.27305850379169
26,0.2714763481915
27,0.269304019361734
28,0.267645979970694
29,0.265850924402475
30,0.26478178717196
31,0.263579295426607
32,0.26228201135993
33,0.258925800807774
34,0.254725037924945
35,0.251273188069463
36,0.249427386149764
37,0.246555295065045
38,0.244248814471066
39,0.242497902065515
40,0.240888268649578
41,0.237928860336542
42,0.235720036141574
43,0.233271753787994
44,0.230854412391782
45,0.228842669054866
46,0.226837876364589
47,0.225939487963915
48,0.224635130129755
49,0.224229657202959
50,0.222048559375107
51,0.221225282326341
52,0.221262327097356
53,0.220056995041668
54,0.219094532951713
55,0.21797823689878
56,0.217269232980907
57,0.216272591240704
58,0.215647092796862
59,0.216761196181178
60,0.214470982886851
61,0.213059800192714
62,0.212455078773201
63,0.210132554583251
64,0.209467271305621
65,0.207656843699515
66,0.206561125479639
67,0.204461192004383
68,0.20369366928935
69,0.202720170728862
70,0.204536203220487
71,0.201211855076253
72,0.20042509958148
73,0.199827079474926
74,0.199037733078003
75,0.198736194297671
76,0.1978553949669
77,0.198349206782877
78,0.198855923265219
79,0.195945118628442
80,0.194735228084028
81,0.194151856303215
82,0.193415373824537
83,0.192766333632171
84,0.192205806411803
85,0.191903968639672
86,0.1937600357458
87,0.19262874301523
88,0.190263941548765
89,0.189457331374288
90,0.189287230409682
91,0.188426534645259
92,0.188471675813198
93,0.188067996576428
94,0.187627895884216
95,0.188334135040641
96,0.187328226007521
97,0.186714760102332
98,0.188064558692276
99,0.188879316262901
100,0.185948881208897
101,0.184844269379973
102,0.185114991292357
103,0.184976703189313
104,0.184162369668484
105,0.184400705657899
106,0.183781834244728
107,0.183391308672726
108,0.18313780143857
109,0.182255706004798
110,0.181737081669271
111,0.181649714112282
112,0.181412599086761
113,0.181554624140263
114,0.184386007897556
115,0.180691835731268
116,0.179986269585788
117,0.179700101688504
118,0.179318993277848
119,0.179184019081295
120,0.179316477030516
121,0.178676031380892
122,0.178342804983258
123,0.179201108664274
124,0.177926619537175
125,0.177851085476577
126,0.17755644723773
127,0.177576676271856
128,0.177165374048054
129,0.176913784705102
130,0.181595878973603
131,0.179009408205748
132,0.176275955177844
133,0.176000574417412
134,0.176029896326363
135,0.175796517580748
136,0.175688821449876
137,0.175508406758308
138,0.175497993342578
139,0.174918782226741
140,0.174999548047781
141,0.175038012824953
142,0.174733011089265
143,0.177835615091026
144,0.183414825536311
145,0.174589591175318
146,0.173839182592928
147,0.173647282794118
148,0.17367182187736
149,0.173464451283216
150,0.173359197080135
151,0.172739229351282
152,0.173188049532473
153,0.172837807200849
154,0.172440804876387
155,0.172712273970246
156,0.172965756952763
157,0.172507220841944
158,0.174402101151645
159,0.172104065418243
160,0.171978780813515
161,0.171805366463959
162,0.171949982903898
163,0.171609182208776
164,0.17132553063333
165,0.172547479495406
166,0.174052655957639
167,0.171166640147567
168,0.171306697390974
169,0.170733539685607
170,0.170847164429724
171,0.170614060387015
172,0.169795416928828
173,0.170335839316249
174,0.170283050537109
175,0.169794046133757
176,0.170909096412361
177,0.169992846697569
178,0.169529926143587
179,0.169231152907014
180,0.169496817961335
181,0.169339098259807
182,0.1695429552719
183,0.169231925047934
184,0.169215906634927
185,0.168785595856607
186,0.169096925668418
187,0.168548904582858
188,0.168461063578725
189,0.168734799772501
190,0.168257480412722
191,0.169091544114053
192,0.169050065986812
193,0.167967451252043
194,0.16791256967932
195,0.167657566592097
196,0.167586666494608
197,0.167528745010495
198,0.16739925134927
199,0.167546806931496
200,0.167368260473013
201,0.167930381633341
202,0.167132141329348
203,0.167008078359067
204,0.167523713186383
205,0.168953853920102
206,0.166858978047967
207,0.166811769418418
208,0.166378444619477
209,0.166532925665379
210,0.166486040875316
211,0.166304255500436
212,0.16611001458019
213,0.166028177514672
214,0.165975886248052
215,0.165762163773179
216,0.166259238868952
217,0.165788296572864
218,0.16586659591645
219,0.165673426166177
220,0.165259383358061
221,0.165760943256319
222,0.165276249200106
223,0.165425698123872
224,0.165018680840731
225,0.166130691543221
226,0.165083377957344
227,0.164913252182305
228,0.164726234935224
229,0.164590313881636
230,0.164815720357001
231,0.164427163004875
232,0.16449614521116
233,0.164186983592808
234,0.166469374336302
235,0.16761895287782
236,0.164375394769013
237,0.164051983430982
238,0.164026747755706
239,0.164239922203124
240,0.163685075342655
241,0.164010130874813
242,0.163738985396922
243,0.16364170268178
244,0.163487969189882
245,0.163668358996511
246,0.163611708171666
247,0.1648529644683
248,0.167609934732318
249,0.164863900430501
250,0.16347805403173
251,0.162798371687531
252,0.162804325222969
253,0.162597503624856
254,0.162929584495723
255,0.162846477515996
256,0.1626646669209
257,0.162785914987326
258,0.16251539234072
259,0.162698223888874
260,0.16364489145577
261,0.16211744312197
262,0.162288142628968
263,0.162426106929779
264,0.162431911118329
265,0.161909624263644
266,0.162823258414865
267,0.162049034014344
268,0.161613018848002
269,0.162167691402137
270,0.161802900284529
271,0.161704123094678
272,0.161840343028307
273,0.16160235658288
274,0.16153001088649
275,0.161714187301695
276,0.16152966234833
277,0.161106277629733
278,0.161298201791942
279,0.161095789559186
280,0.1613924453035
281,0.161252313517034
282,0.161036124639213
283,0.161094244867563
284,0.160855983272195
285,0.161151269003749
286,0.160930695086718
287,0.160714606307447
288,0.160649236254394
289,0.160662888251245
290,0.160118330083787
291,0.160399266257882
292,0.160314016006887
293,0.160302357450128
294,0.161119730323553
295,0.163253444284201
296,0.160239279679954
297,0.160059138163924
298,0.159857573360205
299,0.159790384881198
300,0.159771277010441
301,0.159771675430238
302,0.160137587562203
303,0.159551400691271
304,0.159564505144954
305,0.159419564902782
306,0.159642878994346
307,0.159419141337275
308,0.159338101819158
309,0.159775835499167
310,0.159075451083481
311,0.159301829077303
312,0.15936288934201
313,0.159288052618504
314,0.158893342092633
315,0.159035740979016
316,0.158988756649196
317,0.159185663089156
318,0.158757918998599
319,0.158740455172956
320,0.158860233537853
321,0.158708642274141
322,0.158388743251562
323,0.158883700743318
324,0.158401872143149
325,0.158606351949275
326,0.158714397251606
327,0.158196145929396
328,0.158690556138754
329,0.158260569237173
330,0.158850742019713
331,0.158410416953266
332,0.158521625585854
333,0.158079133145511
334,0.157660258039832
335,0.157974351905286
336,0.158225218839943
337,0.158070961907506
338,0.158025820963085
339,0.158069990538061
340,0.157887632064521
341,0.157709758467972
342,0.15794876743108
343,0.157827319651842
344,0.157815212085843
345,0.157560733221471
346,0.15769256900996
347,0.157711726501584
348,0.15759703014046
349,0.15741442322731
350,0.15738756749779
351,0.157381563484669
352,0.157380641885102
353,0.157575704902411
354,0.1574706748873
355,0.156987600140274
356,0.15698184568435
357,0.157271401435137
358,0.156961990259588
359,0.157089068740606
360,0.156855366304517
361,0.156848564855754
362,0.156972129903734
363,0.156957904808223
364,0.157127831541002
365,0.157048784978688
366,0.156785262897611
367,0.156715333610773
368,0.157154463008046
369,0.156812342405319
370,0.156976614259183
371,0.156501262262464
372,0.156778461635113
373,0.156914532892406
374,0.156768222637475
375,0.156778884902596
376,0.156868718452752
377,0.1566248524189
378,0.156586661972106
379,0.156520618796349
380,0.156452583484352
381,0.15631307516247
382,0.156465513035655
383,0.156310832314193
384,0.156180740706623
385,0.156177377179265
386,0.15624483961612
387,0.156311156526208
388,0.156366910375655
389,0.156438906826079
390,0.156228173784912
391,0.156246583797038
392,0.155992129594088
393,0.160933261662722
394,0.159210725128651
395,0.155914129167795
396,0.155775541812181
397,0.155962708070874
398,0.156311405710876
399,0.15550531797111
400,0.155664457790554
401,0.155837025791407
402,0.15577967684716
403,0.15569248419255
404,0.155612814724445
405,0.155509603135288
406,0.155595750026405
407,0.155413167066872
408,0.155560050569475
409,0.155958149321377
410,0.155171194002032
411,0.157348131388426
412,0.156832396909595
413,0.155757879428565
414,0.155194512233138
415,0.15539632640779
416,0.155607981644571
417,0.155271740145981
418,0.155093916095793
419,0.155285541638732
420,0.155207591019571
421,0.154808720014989
422,0.155238507427275
