Epoch,TrainLoss
1,0.679928121119738
2,0.652211668640375
3,0.637394625991583
4,0.630052607953548
5,0.626486113369465
6,0.62389213308692
7,0.621964590251446
8,0.620871310383081
9,0.619899867475033
10,0.6187685328722
11,0.617182614356279
12,0.616170587390661
13,0.615575372725725
14,0.614827817827463
15,0.614054950326681
16,0.613452170789242
17,0.612839696258306
18,0.611938235163689
19,0.611465509235859
20,0.61098200365901
21,0.610196221470833
22,0.610370305627584
23,0.609328388273716
24,0.609078031480312
25,0.608689705729485
26,0.60857173755765
27,0.608363912254572
28,0.608061794936657
29,0.607615001350641
30,0.606907052695751
31,0.605960535556078
32,0.604369914680719
33,0.603417203724384
34,0.601840521246195
35,0.59841700553894
36,0.596893599182367
37,0.595972482413054
38,0.595179726034403
39,0.594429506808519
40,0.593835006356239
41,0.593337178379297
42,0.593347763717175
43,0.593194018602371
44,0.592753746062517
45,0.592699135839939
46,0.591822361946106
47,0.591221125870943
48,0.590785469859839
49,0.590528924018145
50,0.589921900033951
51,0.589879000633955
52,0.589410392045975
53,0.588876740932465
54,0.588065081685782
55,0.587605972439051
56,0.587372224926949
57,0.586950777471065
58,0.586721932440996
59,0.586589605212212
60,0.586338202953339
61,0.586030822694302
62,0.586198256462812
63,0.586237707287073
64,0.585808314085007
65,0.585629720240831
66,0.585389741361141
67,0.585736605077982
68,0.585993220210075
69,0.585667519420385
70,0.585655107051134
71,0.585762179046869
72,0.585496869385243
73,0.584649052172899
74,0.584900606125593
75,0.584617696404457
76,0.584383285790682
77,0.584253212958574
78,0.583607808202505
79,0.583475844115019
80,0.583018225729465
81,0.583578482121229
82,0.583599272966385
83,0.583689634650946
84,0.583538831472397
85,0.583039833158255
86,0.582504200488329
87,0.58211203828454
88,0.58184506803751
89,0.581180542707443
90,0.580945971012115
91,0.580396432876587
92,0.58054608643055
93,0.580275522470474
94,0.580096572041512
95,0.580053837448359
96,0.580019220411777
97,0.579738195836544
98,0.579807258844376
99,0.57974210575223
100,0.579517363756895
101,0.579046371877193
102,0.579256539940834
103,0.57937799051404
104,0.57897741496563
105,0.579057753682137
106,0.578722076117992
107,0.577916863560677
108,0.577404240220785
109,0.575514651685953
110,0.575015851408243
111,0.574956203848124
112,0.573602225184441
113,0.570710952728987
114,0.56941728413105
115,0.568598554581404
116,0.568430953025818
117,0.567032152712345
118,0.563574963361025
119,0.562287811040878
120,0.561452423483133
121,0.560948785990477
122,0.560401864498854
123,0.560141992866993
124,0.559985012561083
125,0.559846986979246
126,0.559514407664537
127,0.559388920068741
128,0.558238629996777
129,0.556227983087301
130,0.553351754248142
131,0.552102665305138
132,0.551451453864574
133,0.550591352581978
134,0.549609239250422
135,0.5468192063272
136,0.546198084354401
137,0.544922233968973
138,0.544100892394781
139,0.543563708662987
140,0.542030109167099
141,0.541465548276901
142,0.541486466228962
143,0.541000560820103
144,0.541445374786854
145,0.540279475003481
146,0.539816983193159
147,0.539799817949533
148,0.539427688121796
149,0.539409290701151
150,0.538927777558565
151,0.538849948048592
152,0.538901442438364
153,0.538246185928583
154,0.537752208411694
155,0.538223286867142
156,0.537416506409645
157,0.537338061630726
158,0.537145328372717
159,0.537132016569376
160,0.537086342722177
161,0.536796281039715
162,0.536869551688433
163,0.537002413868904
164,0.53605157315731
165,0.536102528274059
166,0.535796527266502
167,0.535353620052338
168,0.535555226504803
169,0.535027548074722
170,0.535451209396124
171,0.534704835563898
172,0.533499202281237
173,0.533914996087551
174,0.534186942577362
175,0.533492108881474
176,0.533163043856621
177,0.533315321356058
178,0.533375477939844
179,0.532855191230774
180,0.533013286292553
181,0.533285132497549
182,0.533054046779871
183,0.532484959214926
184,0.53216200709343
185,0.5322813808918
186,0.532125659286976
187,0.53187191337347
188,0.531430249661207
189,0.53144140869379
190,0.531158403307199
191,0.531296186745167
192,0.531051603704691
193,0.530919055640698
194,0.531205158531666
195,0.53052755817771
196,0.530634534806013
197,0.530215055346489
198,0.530280474722385
199,0.530682693421841
200,0.530415994375944
201,0.530161239206791
202,0.529835031032562
203,0.529881415963173
204,0.529950718283653
205,0.529819725453854
206,0.529630936831236
207,0.529768587052822
208,0.529316587150097
209,0.529310560673475
210,0.529406791776419
211,0.528852211385965
212,0.528558389693499
213,0.528708290755749
214,0.528359006941319
215,0.526691282391548
216,0.526584091633558
217,0.526326974630356
218,0.526095071583986
219,0.525978366881609
220,0.525588123649359
221,0.525588268190622
222,0.525312287509441
223,0.525356478542089
224,0.525594601333141
225,0.525237022936344
226,0.525174705982208
227,0.525677701681852
228,0.524750430136919
229,0.524566870927811
230,0.524942179620266
231,0.524594763070345
232,0.524788264334202
233,0.524433243125677
234,0.524821711480618
235,0.524332008510828
236,0.524425736665726
237,0.524051311761141
238,0.524281718879938
239,0.524106533080339
240,0.523916394412518
241,0.523551450967789
242,0.523589316010475
243,0.523229089677334
244,0.522855820804834
245,0.522961263507605
246,0.522859378606081
247,0.522499501258135
248,0.522566978335381
249,0.522476558387279
250,0.522174646258354
251,0.521943086385727
252,0.522066769450903
253,0.522033036649227
254,0.521808395087719
255,0.521074036508799
256,0.520595678985119
257,0.520570731312036
258,0.520176597386599
259,0.520237087756395
260,0.519857039153576
261,0.520152493566275
262,0.52000661239028
263,0.519756994843483
264,0.519934549927712
265,0.519707072377205
266,0.519820679426193
267,0.519628632515669
268,0.519420372545719
269,0.519377209693193
270,0.519221981018782
271,0.519267666786909
272,0.519133061170578
273,0.519129410237074
274,0.518932053148746
275,0.519031085968018
276,0.518873255103827
277,0.518645131289959
278,0.518911368846893
279,0.518258725702763
280,0.518770390897989
281,0.51868362262845
282,0.518713047355413
283,0.518493095040321
284,0.51825779274106
285,0.518224242031574
