Epoch,TrainLoss
1,0.589684404283762
2,0.449108328595757
3,0.373411380425096
4,0.342612391784787
5,0.344060534983873
6,0.371506095305085
7,0.240417419560254
8,0.220872275643051
9,0.217865764684975
10,0.20352298039943
11,0.195057361088693
12,0.204350784309208
13,0.186185116283596
14,0.191540594883263
15,0.175255436897278
16,0.170657781250775
17,0.166973185054958
18,0.212731011398137
19,0.16151379622519
20,0.138698822297156
21,0.132134353704751
22,0.12820918770507
23,0.12389433382079
24,0.121730386279523
25,0.119757318403572
26,0.117585402540863
27,0.115257958713919
28,0.113959788847715
29,0.112516082953662
30,0.110895725656301
31,0.109048563726246
32,0.107883068434894
33,0.106470924206078
34,0.10399590946734
35,0.10268077461049
36,0.100881965234876
37,0.0999681308493018
38,0.0978536488488317
39,0.0968295472674072
40,0.0958689459785819
41,0.0943669319152832
42,0.0928265122696757
43,0.0901822167634964
44,0.0860702013783157
45,0.0826718666218221
46,0.0806843026354909
47,0.0792519681714475
48,0.0778634146228433
49,0.07710693128407
50,0.0761825465038419
51,0.0750104164890945
52,0.0744255783036351
53,0.074112384468317
54,0.0731222092360258
55,0.0728446541912854
56,0.0723312305286527
57,0.0714201159682125
58,0.0709215445816517
59,0.0706358413025737
60,0.0696053506247699
61,0.0689399237930775
62,0.0688064486347139
63,0.0678989784605801
64,0.0678520514443517
65,0.0673564779665321
66,0.0669613232370466
67,0.0662677001580596
68,0.0654443646036088
69,0.0653665622975677
70,0.0649434026610106
71,0.064677995312959
72,0.0642833659052849
73,0.064126389939338
74,0.0639802254550159
75,0.0632003094628453
76,0.0632182116620243
77,0.0626448363810778
78,0.0624360652267933
79,0.0621153443586081
80,0.0620670813322067
81,0.0615352978464216
82,0.0610528702288866
83,0.060957202129066
84,0.0606752797774971
85,0.0597369780670852
86,0.0588613802660257
87,0.0581659757625312
88,0.0581077000871301
89,0.0576929506380111
90,0.057204523505643
91,0.0568538316898048
92,0.0566377919446677
93,0.0564021195657551
94,0.0558752660267055
95,0.0559881485439837
96,0.0553611132130027
97,0.0551006177347153
98,0.054913476947695
99,0.0548624863382429
100,0.0546665446925908
101,0.0541727724205703
102,0.0542079799622297
103,0.0538001660071313
104,0.0538113296125084
105,0.0534514061454684
106,0.0535302734375
107,0.0532030315045267
108,0.0528608501143754
109,0.0530778989009559
110,0.0526945887040347
111,0.0527271667215973
112,0.0523733454942703
113,0.0522888736147434
114,0.0521348554175347
115,0.0520619540195912
116,0.0520062439143658
117,0.0515278903394938
118,0.0516581482440233
119,0.0511687625944614
120,0.0513831576704979
121,0.0511182591412216
122,0.0511309959925711
123,0.0507375060301274
124,0.0507644095551223
125,0.0505863456148654
126,0.0506641226541251
127,0.0512068694550544
128,0.0509466082323343
129,0.0506515845563263
130,0.0505523177236319
131,0.0502151130512357
132,0.050123243490234
133,0.0501192960888147
134,0.0499065622221679
135,0.0499519169703126
136,0.049546518670395
137,0.0498494105227292
138,0.0495575344190002
139,0.0492731102742255
140,0.0493640437442809
141,0.0490906200185418
142,0.0488402171898633
143,0.0492687307950109
144,0.0489347218722105
145,0.0484558790922165
146,0.0486447673570365
147,0.048586059352383
148,0.0482044266257435
149,0.0483674766775221
150,0.0481686358898878
151,0.048351805107668
152,0.0479664729442447
153,0.0478088565915823
154,0.0481862977985293
155,0.0480273423809558
156,0.0478729574009776
157,0.0479935743380338
158,0.0478353820554912
159,0.0476094218343496
160,0.0474362209904939
161,0.047448201244697
162,0.0472734853532165
163,0.0470472704991698
164,0.0474894087389112
165,0.0470684437546879
166,0.0470202587917447
167,0.0471798258647323
168,0.0466334131080657
169,0.0465755844768137
170,0.0469585180375725
171,0.0465923984255642
172,0.0467487154621631
173,0.0463974573090673
174,0.0465603388193995
175,0.0464684743899852
176,0.0461054190527648
177,0.0464313416555524
178,0.0464331338275224
179,0.0463327649235725
180,0.0462138311658055
181,0.0460410393774509
182,0.0460862917080522
183,0.0459243589639664
184,0.045697437915951
185,0.0460633083432913
186,0.0460089807119221
187,0.0456857522204518
188,0.04563251985237
189,0.0455259486287832
190,0.0451851889211684
191,0.0453754346445203
192,0.0454271122999489
193,0.0452813081070781
194,0.0453755750972778
195,0.0451865720842034
196,0.045033132750541
197,0.0452277670800686
198,0.0449791267514229
199,0.0449447761662304
