Epoch,BEROuter
1,0.491499746069312
2,0.470754912421107
3,0.447144378945231
4,0.429803934320807
5,0.41664628021419
6,0.405013692304492
7,0.391259062811732
8,0.374993804395199
9,0.365020812600851
10,0.354468443989754
11,0.340661885067821
12,0.330317952334881
13,0.32042537368834
14,0.312084360197186
15,0.305438292771578
16,0.299856831729412
17,0.295708730071783
18,0.291418009102344
19,0.289074716046452
20,0.288328257501125
21,0.288555358797312
22,0.279590412303805
23,0.272997700423002
24,0.268818470835686
25,0.264910034015775
26,0.261395121514797
27,0.258060873039067
28,0.255878356769681
29,0.253590403050184
30,0.252228910923004
31,0.250956276394427
32,0.25012044981122
33,0.249437822327018
34,0.247011623233557
35,0.241193140745163
36,0.236999720185995
37,0.232777257561684
38,0.230345057249069
39,0.228636174537241
40,0.22717046611011
41,0.224336908645928
42,0.222880762889981
43,0.220024215616286
44,0.217474624402821
45,0.214659886471927
46,0.211992599405348
47,0.210557612143457
48,0.208477330207825
49,0.208072870671749
50,0.20529933154583
51,0.204309493452311
52,0.204599258452654
53,0.203110254891217
54,0.202003127858043
55,0.201131851300597
56,0.200480402596295
57,0.199694066010416
58,0.198903864473104
59,0.201152959316969
60,0.198463190384209
61,0.197166193984449
62,0.197227635532618
63,0.195418553464115
64,0.195434372089803
65,0.193850763812661
66,0.193276067338884
67,0.191092941202223
68,0.190313572995365
69,0.189394841343164
70,0.1914268540591
71,0.187081557810307
72,0.186076054312289
73,0.185150660313666
74,0.184088699221611
75,0.183830113708973
76,0.182684839703143
77,0.183343052975833
78,0.184168858602643
79,0.180751093253493
80,0.179251408427954
81,0.179179285243154
82,0.178575800508261
83,0.17807927928865
84,0.177595270499587
85,0.177270512655377
86,0.179585271067917
87,0.178511865958571
88,0.175853174775839
89,0.174923202358186
90,0.17450211070478
91,0.17376984141767
92,0.173577834814787
93,0.172883763946593
94,0.172536015734077
95,0.173086908757687
96,0.171956181451678
97,0.171205144189298
98,0.172539220042527
99,0.173868718445301
100,0.170192011520267
101,0.168844456970692
102,0.168834996446967
103,0.168700159564614
104,0.167854161337018
105,0.167888849452138
106,0.167367863841355
107,0.167061976119876
108,0.166795201711357
109,0.166022852621973
110,0.165555780865252
111,0.165543014295399
112,0.165263219214976
113,0.165429794080555
114,0.168929702565074
115,0.164857691079378
116,0.163730015903711
117,0.163497675769031
118,0.162990880198777
119,0.162965856008232
120,0.162953292913735
121,0.162356420308352
122,0.161862442195415
123,0.162792058363557
124,0.161535496674478
125,0.161423395723105
126,0.161059880442917
127,0.161078394465148
128,0.160642349310219
129,0.160363164432347
130,0.16586772158742
131,0.162915196605027
132,0.159662887230515
133,0.159357050433755
134,0.15927317801863
135,0.158942520171404
136,0.159004877917469
137,0.158659011386335
138,0.158680322952569
139,0.158122818022966
140,0.1583187918365
141,0.158233952783048
142,0.157974349819124
143,0.161790064312518
144,0.168415481448174
145,0.157852432020009
146,0.157139999195933
147,0.156737167388201
148,0.156706445775926
149,0.156389470435679
150,0.15636515788734
151,0.155811772681773
152,0.156258855089545
153,0.155763605944812
154,0.155446527861059
155,0.155668950341642
156,0.155977381318808
157,0.155432337336242
158,0.15793798264116
159,0.155168818235397
160,0.15481944244355
161,0.154669397808611
162,0.154803979992867
163,0.154539189711213
164,0.154134628027678
165,0.155596776232123
166,0.157340194880962
167,0.154103907123208
168,0.154311630167067
169,0.153572850376368
170,0.153494318462908
171,0.153387354724109
172,0.15269048564136
173,0.153040522113442
174,0.152964431680739
175,0.152373102530837
176,0.153813176415861
177,0.152806249000132
178,0.152077794037759
179,0.151912287548184
180,0.152178350016475
181,0.151862899363041
182,0.152181249037385
183,0.151885431706905
184,0.151752273626626
185,0.151474512815475
186,0.151659957617521
187,0.151126663126051
188,0.151036737784743
189,0.151196903958917
190,0.150830439031124
191,0.151635441854596
192,0.151915492005646
193,0.150396987684071
194,0.150393986850977
195,0.150208185613155
196,0.150260116793215
197,0.149994206540287
198,0.149945988915861
199,0.150129653960466
200,0.149826970100403
201,0.150490676723421
202,0.149647425301373
203,0.149480290897191
204,0.150127975009382
205,0.151939549483359
206,0.149295964539051
207,0.1492014618963
208,0.148859715685248
209,0.149050196371973
210,0.149086003527045
211,0.148940739780664
212,0.148588363304734
213,0.148470006063581
214,0.148376469612122
215,0.148378555029631
216,0.148595128506422
217,0.148294835351408
218,0.148213404379785
219,0.148156845159829
220,0.147597203291953
221,0.148308110758662
222,0.147722528763115
223,0.147785140872002
224,0.147476303353906
225,0.148754023425281
226,0.147595982514322
227,0.147367100901902
228,0.147279159389436
229,0.146907912865281
230,0.147155512198806
231,0.146735438071191
232,0.146926376484334
233,0.146565810926259
234,0.149134628213942
235,0.150524093881249
236,0.146721094846725
237,0.146389368586242
238,0.14643962085247
239,0.146660720817745
240,0.146197311505675
241,0.146334081217647
242,0.146128850504756
243,0.145858108326793
244,0.145832677185535
245,0.145976872593164
246,0.146079818606377
247,0.147756199911237
248,0.150908258855343
249,0.147570348009467
250,0.145897629074752
251,0.145271356999874
252,0.145050613619387
253,0.145032048039138
254,0.145328984484077
255,0.145128280818462
256,0.145016484297812
257,0.145144098885357
258,0.144805557094514
259,0.145025792308152
260,0.146304071769118
261,0.144425562508404
262,0.144654902294278
263,0.144782974235713
264,0.1448279369995
265,0.144252527654171
266,0.14527517169714
267,0.144567978009582
268,0.143959966115654
269,0.144597274772823
270,0.144184015542269
271,0.144037378877401
272,0.144192509949207
273,0.143895827718079
274,0.143912205919623
275,0.144129084199667
276,0.143784388266504
277,0.143460087999701
278,0.143584040366113
279,0.143555150665343
280,0.143684646226466
281,0.14358327742666
282,0.143440200872719
283,0.143435267023742
284,0.143076075203717
285,0.143321232683957
286,0.143146520145237
287,0.143058832660317
288,0.142950596734881
289,0.142911178320646
290,0.142374933771789
291,0.14281260650605
292,0.142515619844198
293,0.142623245231807
294,0.143825790472329
295,0.146482345499098
296,0.14254695110023
297,0.142373763993382
298,0.142172398455441
299,0.142087661921978
300,0.142049514651299
301,0.141945347860456
302,0.142416386827826
303,0.141748560629785
304,0.141797693744302
305,0.141559809409082
306,0.142184351421893
307,0.141670333743095
308,0.141543126143515
309,0.142206069529057
310,0.141343541145325
311,0.141591140329838
312,0.141516626812518
313,0.141437789797783
314,0.141027938723564
315,0.141258854717016
316,0.141297256164253
317,0.141420293003321
318,0.141052607297897
319,0.141032821536064
320,0.141083379723132
321,0.140766606628895
322,0.140560205802321
323,0.141123916655779
324,0.14056463085115
325,0.140766962505877
326,0.140868637003005
327,0.140363215096295
328,0.140777847245336
329,0.140340529941022
330,0.140986740142107
331,0.140568547546864
332,0.140582636259496
333,0.140281885787845
334,0.139663955904543
335,0.140125890150666
336,0.14026586394757
337,0.140083419717848
338,0.14012894205749
339,0.140059819445014
340,0.13987610373646
341,0.139878290593624
342,0.140065567046404
343,0.139965010993183
344,0.139771937318146
345,0.139478866644204
346,0.139826919436455
347,0.139750777967274
348,0.13960826087743
349,0.139496668130159
350,0.139418696276844
351,0.139290267899632
352,0.139352066069841
353,0.13955683875829
354,0.139391993358731
355,0.138965764306486
356,0.138963373787701
357,0.139333551600575
358,0.13889689616859
359,0.138991907797754
360,0.138887893743813
361,0.138754175454378
362,0.138918817900121
363,0.13889038592577
364,0.139144800640643
365,0.139174707978964
366,0.138800104595721
367,0.138692326769233
368,0.13906423445791
369,0.138828486353159
370,0.13882187385112
371,0.138388219475746
372,0.138803969994187
373,0.138963933251798
374,0.138598180226982
375,0.138748581334949
376,0.138741002380848
377,0.13849147003144
378,0.138443812057376
379,0.138535059280694
380,0.138444473147392
381,0.138272506408393
382,0.138456222265959
383,0.138245498463511
384,0.138034876286983
385,0.13814000941813
386,0.138267928995192
387,0.138299819715321
388,0.138249211683869
389,0.138365432731807
390,0.138196161985397
391,0.138016260713339
392,0.13801519267261
393,0.144003097079694
394,0.141907964162529
395,0.137784835211933
396,0.13782567832619
397,0.137822219654918
398,0.138298344910145
399,0.13742167621851
400,0.137418472021818
401,0.137677871659398
402,0.137789464145899
403,0.137641555629671
404,0.137540390081704
405,0.137307744212449
406,0.137479303665459
407,0.137400670461357
408,0.137396499291062
409,0.13791534923017
410,0.137093714289367
411,0.140008193776011
412,0.139122878648341
413,0.137751520201564
414,0.136989344060421
415,0.137280532792211
416,0.137609766721725
417,0.137142898254097
418,0.136945704221725
419,0.137123876027763
420,0.137110600955784
421,0.136642257906497
422,0.137130742073059
423,0.136918339841068
424,0.13697845954448
425,0.137032781131566
426,0.136911320574582
427,0.137017013318837
428,0.136994582600892
429,0.136677047908306
430,0.136860254816711
431,0.136705276668072
432,0.136608433797956
433,0.136712193749845
434,0.136310989260674
435,0.136567845568061
436,0.136414443776011
437,0.136535293310881
438,0.136408136896789
439,0.136539463959634
440,0.136254226453602
441,0.136518661491573
442,0.136521509587765
443,0.13639608245343
444,0.136455184444785
445,0.136314396746457
446,0.136299239844084
447,0.136283116303384
448,0.136161300446838
449,0.136455286480486
450,0.136220250017941
451,0.136088719181716
452,0.136250513568521
453,0.136023259572685
454,0.135952662043273
455,0.136349491924047
456,0.136024531126022
457,0.136104181446135
458,0.135908920392394
459,0.135950830876827
460,0.135639653578401
461,0.135630345419049
462,0.138524378240108
463,0.137446141429245
464,0.136147516928613
465,0.137890222929418
466,0.137141829952598
467,0.136130274422467
468,0.135784967578948
469,0.135667068213224
470,0.135436761975288
471,0.135587163381279
472,0.135304010752589
473,0.135513565260917
474,0.135397750809789
