Epoch,TrainLoss
1,0.657340390235186
2,0.608793388903141
3,0.586450576633215
4,0.567167213261128
5,0.538106386214495
6,0.516992670744657
7,0.504022725075483
8,0.488599161729217
9,0.479863195568323
10,0.473465014249086
11,0.467553977221251
12,0.451068421453238
13,0.420393270179629
14,0.41071709625423
15,0.405111374780536
16,0.40138247333467
17,0.39928445212543
18,0.394203155860305
19,0.391715261116624
20,0.388146338015795
21,0.384780558943748
22,0.381322268694639
23,0.37785622574389
24,0.373841821104288
25,0.371361238658428
26,0.365333459824324
27,0.351827999949455
28,0.340315200313926
29,0.333120100274682
30,0.327884111329913
31,0.324298529103398
32,0.31947048611939
33,0.312472844794393
34,0.30112752251327
35,0.294652499109507
36,0.289786413162947
37,0.285507235229015
38,0.282198505997658
39,0.27856415912509
40,0.276100185438991
41,0.273704770579934
42,0.271613774076104
43,0.269383166581392
44,0.266645286828279
45,0.263610590733588
46,0.259548482261598
47,0.256105415783822
48,0.252272048257291
49,0.249148402325809
50,0.245143135599792
51,0.242850302904844
52,0.240873439572752
53,0.251478421576321
54,0.238276462256908
55,0.235861526429653
56,0.233798036389053
57,0.232733726687729
58,0.235090699121356
59,0.229439221695065
60,0.228030962534249
61,0.226883436255157
62,0.225365171991289
63,0.225315754711628
64,0.223590370863676
65,0.222842728085816
66,0.22218052636832
67,0.22180137462914
68,0.220453052483499
69,0.219409609884024
70,0.218749336153269
71,0.218490499556065
72,0.217878554500639
73,0.216630731336772
74,0.216090776994824
75,0.215385382547975
76,0.228907524310052
77,0.215077039785683
78,0.213781936168671
79,0.213563152626157
80,0.212748808898032
81,0.212578318566084
82,0.211795296631753
83,0.210776473507285
84,0.209912003129721
85,0.209576317593455
86,0.209225075133145
87,0.20828379239887
88,0.207767286561429
89,0.206942782513797
90,0.206415476351976
91,0.205808026306331
92,0.205490690581501
93,0.205183220207691
94,0.204134107753634
95,0.203727093413472
96,0.203712536282837
97,0.202939660660923
98,0.202780004926026
99,0.202135182097554
100,0.201795920692384
101,0.201044440753758
102,0.201109893657267
103,0.201171052455902
104,0.199983111023903
105,0.199325888641179
106,0.207325115688145
107,0.199758920110762
108,0.19912316147238
109,0.198818522766232
110,0.198549490571022
111,0.198176283985376
112,0.197474295273423
113,0.197328375317156
114,0.196967819593847
115,0.196829124540091
116,0.196207340918481
117,0.196389264129102
118,0.195937413685024
119,0.195465672388673
120,0.194866384230554
121,0.194595985338092
122,0.194519020020962
123,0.19434404913336
124,0.193785652704537
